customer_id,first_name,last_name,birth_date,gender,city,segment,created_at,country
100032,Ilze,Sproge,1946-05-27,F,Ventspils,Retail,2024-09-22,LV
100033,Andris,Berzins,1960-11-20,F,Cesis,Retail,2018-03-15,LV
100034,Janis,Liepa,1978-06-19,M,Ogre,Retail,2020-06-20,LV
100035,Ilze,Lacis,1957-04-23,M,Ventspils,Retail,2025-04-17,LV
100036,Elina,Abele,1943-02-02,M,Ventspils,Retail,2023-02-03,LV
100037,Liga,Eglitis,1999-11-08,F,Liepaja,Retail,2023-07-13,LV
100038,Laura,Kalejs,1953-05-03,F,Cesis,Retail,2017-07-26,LV
100039,Ilze,Kreicbergs,1948-04-28,M,Riga,Retail,2016-01-20,LV
100040,Laura,Ezerina,1992-02-13,M,Cesis,Retail,2022-08-31,LV
100041,Anna,Berzins,1941-05-15,M,Valmiera,Retail,2016-10-05,LV
100042,Liga,Upenieks,1999-11-27,F,Valmiera,Retail,2020-11-04,LV
100043,Kristaps,Vilsons,1983-06-06,M,Ventspils,Retail,2016-06-08,LV
100044,Karlis,Eglitis,1947-06-12,M,Riga,Retail,2023-08-02,LV
100045,Janis,Ezerina,1986-04-22,F,Jelgava,Retail,2017-12-08,LV
100046,Marta,Kreicbergs,1974-05-23,F,Ogre,Retail,2015-09-01,LV
100047,Elina,Ozolins,1975-11-21,F,Jurmala,Retail,2019-03-20,LV
100048,Roberts,Upenieks,1989-02-20,M,Riga,SME,2022-06-13,LV
100049,Marta,Krastins,1943-11-06,F,Jurmala,Retail,2022-06-23,LV
100050,Ilze,Kalejs,1941-09-24,F,Cesis,Retail,2023-12-01,LV
100051,Andris,Berzins,1945-04-06,M,Cesis,Corporate,2023-11-23,LV
100052,Elina,Berzins,1993-08-13,F,Jurmala,Retail,2025-05-17,LV
100053,Karlis,Berzins,1943-05-21,M,Ogre,Retail,2017-09-13,LV
100054,Aleksandrs,Ozolins,1993-12-18,M,Riga,Retail,2021-03-11,LV
100055,Karlis,Upenieks,2002-04-22,F,Jelgava,Retail,2021-05-05,LV
100056,Roberts,Abele,1957-06-27,F,Ventspils,Retail,2019-10-24,LV
100057,Janis,Vilsons,1983-01-08,F,Liepaja,Retail,2021-08-04,LV
100058,Karlis,Sproge,1973-01-26,F,Cesis,SME,2021-12-15,LV
100059,Dace,Ozolins,2001-06-13,F,Valmiera,SME,2020-10-03,LV
100060,Aleksandrs,Liepa,1953-05-03,F,Ogre,Retail,2025-03-04,LV
100061,Marta,Lacis,1987-04-19,M,Liepaja,Retail,2015-11-22,LV
100062,Kristaps,Lacis,1954-12-11,M,Jelgava,Retail,2020-09-10,LV
100063,Anna,Vilsons,2001-04-21,F,Daugavpils,Corporate,2016-02-14,LV
100064,Dace,Kalnina,1979-08-13,M,Ventspils,Corporate,2020-08-10,LV
100065,Rihards,Lacis,1992-11-15,F,Cesis,Retail,2016-08-10,LV
100066,Aleksandrs,Kalejs,1963-03-09,M,Ventspils,Retail,2024-06-29,LV
100067,Kristaps,Ozolins,1965-03-08,M,Liepaja,Retail,2021-07-30,LV
100068,Kristaps,Kreicbergs,1999-12-18,M,Ventspils,Retail,2019-11-01,LV
100069,Elina,Vilsons,1980-09-09,F,Daugavpils,Retail,2019-04-15,LV
100070,Aleksandrs,Liepa,1968-12-19,M,Liepaja,Retail,2025-04-03,LV
100071,Janis,Kalnina,1954-07-19,F,Cesis,Retail,2017-07-23,LV
100072,Ilze,Abele,1984-07-12,M,Riga,Retail,2020-09-02,LV
100073,Roberts,Upenieks,2004-04-05,M,Valmiera,Retail,2016-05-21,LV
100074,Rihards,Kreicbergs,1948-09-16,M,Liepaja,SME,2024-11-30,LV
100075,Roberts,Krastins,1940-02-25,M,Daugavpils,Retail,2017-05-28,LV
100076,Marta,Vilsons,1947-01-28,M,Liepaja,Retail,2020-12-13,LV
100077,Marta,Kalejs,2002-02-05,F,Liepaja,Retail,2020-04-11,LV
100078,Roberts,Upenieks,1950-11-06,F,Cesis,Retail,2021-09-01,LV
100079,Karlis,Kreicbergs,1947-11-14,M,Liepaja,Retail,2017-03-12,LV
100080,Janis,Kalnina,1974-10-03,M,Valmiera,Retail,2025-02-14,LV
100081,Laura,Kreicbergs,1974-07-13,M,Ventspils,Retail,2016-06-10,LV
100082,Karlis,Ezerina,1972-10-15,M,Cesis,Retail,2020-04-07,LV
100083,Andris,Upenieks,1944-09-09,F,Valmiera,Retail,2024-07-05,LV
100084,Karlis,Jansons,1980-09-28,M,Cesis,Retail,2021-05-29,LV
100085,Anna,Ezerina,1967-01-22,F,Valmiera,Retail,2020-08-03,LV
100086,Maija,Sproge,1946-12-04,M,Daugavpils,Retail,2017-03-05,LV
100087,Ilze,Eglitis,1951-11-18,F,Valmiera,Retail,2023-12-15,LV
100088,Anna,Abele,1973-05-25,M,Jurmala,Retail,2016-08-03,LV
100089,Elina,Lacis,1972-11-11,M,Valmiera,Retail,2022-03-15,LV
100090,Maija,Kalnina,1987-02-10,F,Riga,Retail,2023-08-26,LV
100091,Maija,Upenieks,1962-07-06,M,Riga,Retail,2021-02-26,LV
100092,Aleksandrs,Sproge,2001-08-01,M,Ogre,Retail,2015-04-24,LV
100093,Janis,Sproge,1976-12-24,M,Jurmala,Retail,2021-03-03,LV
100094,Janis,Krastins,1983-05-17,F,Jurmala,Retail,2020-04-03,LV
100095,Maija,Kreicbergs,1974-03-17,M,Ventspils,Retail,2018-01-25,LV
100096,Andris,Eglitis,2004-02-28,M,Jurmala,SME,2018-08-23,LV
100097,Karlis,Sproge,1986-11-10,F,Ventspils,Retail,2020-10-24,LV
100098,Aleksandrs,Eglitis,1942-11-17,F,Ogre,Retail,2023-04-10,LV
100099,Ilze,Ezerina,1940-10-07,F,Ogre,Retail,2018-04-08,LV
100100,Maija,Kreicbergs,1944-03-12,M,Daugavpils,Retail,2018-11-08,LV
100101,Dace,Upenieks,1953-03-18,M,Riga,Retail,2017-05-04,LV
100102,Marta,Ezerina,1966-09-01,M,Valmiera,Retail,2017-08-20,LV
100103,Marta,Kalejs,1948-10-11,F,Valmiera,SME,2016-04-24,LV
100104,Anna,Jansons,1954-08-01,M,Jelgava,Retail,2020-01-12,LV
100105,Elina,Sproge,1981-02-12,M,Cesis,Retail,2016-09-20,LV
100106,Liga,Ozolins,1990-05-08,F,Daugavpils,Retail,2023-08-21,LV
100107,Liga,Ezerina,2002-01-08,F,Jelgava,Retail,2024-03-08,LV
100108,Marta,Jansons,1991-10-03,F,Jelgava,Retail,2023-12-16,LV
100109,Laura,Kreicbergs,1943-02-24,F,Liepaja,Retail,2015-08-23,LV
100110,Kristaps,Krastins,1962-08-27,F,Liepaja,Retail,2020-09-23,LV
100111,Anna,Abele,1954-02-25,M,Jelgava,Retail,2017-03-25,LV
100112,Liga,Ozolins,1982-09-25,F,Jurmala,SME,2025-02-28,LV
100113,Marta,Kalnina,1968-03-05,M,Cesis,SME,2021-05-29,LV
100114,Elina,Lacis,1975-11-16,M,Daugavpils,Retail,2017-08-16,LV
100115,Liga,Krastins,1952-09-06,F,Jelgava,Retail,2017-10-05,LV
100116,Karlis,Jansons,1971-05-17,F,Valmiera,SME,2018-01-28,LV
100117,Karlis,Kreicbergs,1998-10-14,F,Cesis,SME,2017-10-25,LV
100118,Janis,Jansons,1967-04-18,M,Liepaja,Retail,2022-06-12,LV
100119,Andris,Lacis,2005-12-23,F,Valmiera,Retail,2015-09-29,LV
100120,Janis,Sproge,1981-04-23,F,Liepaja,Retail,2021-12-27,LV
100121,Ilze,Krastins,1984-05-13,F,Liepaja,Retail,2021-03-13,LV
100122,Maija,Ezerina,2001-11-21,F,Cesis,Corporate,2019-01-15,LV
100123,Dace,Upenieks,1996-06-15,F,Liepaja,Retail,2022-07-23,LV
100124,Janis,Ozolins,1945-09-15,M,Ogre,SME,2025-05-22,LV
100125,Rihards,Liepa,1967-02-08,M,Riga,Retail,2019-11-06,LV
100126,Liga,Vilsons,1967-04-03,M,Ogre,Corporate,2022-08-21,LV
100127,Laura,Jansons,1983-06-01,F,Riga,Retail,2018-12-25,LV
100128,Aleksandrs,Lacis,1969-10-18,F,Liepaja,Retail,2024-02-01,LV
100129,Marta,Kalnina,2001-04-19,F,Daugavpils,Retail,2019-01-26,LV
100130,Aleksandrs,Kalnina,2001-04-01,M,Daugavpils,Retail,2020-04-06,LV
100131,Rihards,Berzins,1940-02-23,F,Riga,Retail,2022-12-24,LV
100132,Elina,Krastins,1966-11-02,F,Valmiera,Corporate,2018-04-20,LV
100133,Janis,Jansons,2001-04-03,F,Cesis,Retail,2021-04-04,LV
100134,Dace,Vilsons,1942-01-28,M,Liepaja,SME,2024-09-14,LV
100135,Elina,Kalejs,1966-06-03,F,Cesis,SME,2022-06-30,LV
100136,Kristaps,Lacis,1948-09-08,M,Ogre,Retail,2022-11-08,LV
100137,Kristaps,Sproge,2001-05-22,F,Daugavpils,Retail,2019-10-17,LV
100138,Aleksandrs,Eglitis,1976-08-07,M,Jurmala,Retail,2021-06-30,LV
100139,Maija,Ezerina,1990-09-05,M,Ogre,Retail,2023-07-22,LV
100140,Anna,Upenieks,1983-12-19,M,Ogre,Retail,2023-12-22,LV
100141,Maija,Vilsons,1963-10-16,F,Riga,Retail,2022-02-14,LV
100142,Liga,Eglitis,1998-04-26,F,Ventspils,Retail,2017-10-03,LV
100143,Rihards,Krastins,1971-08-26,M,Ogre,Retail,2018-05-25,LV
100144,Karlis,Ezerina,1991-07-07,M,Liepaja,Retail,2025-04-15,LV
100145,Ilze,Eglitis,2001-02-04,F,Jelgava,Retail,2017-05-09,LV
100146,Maija,Ezerina,1997-11-14,F,Jelgava,Corporate,2019-04-03,LV
100147,Andris,Liepa,1991-06-14,M,Liepaja,Retail,2015-11-21,LV
100148,Ilze,Berzins,1951-07-15,F,Ventspils,SME,2023-03-06,LV
100149,Rihards,Vilsons,1978-12-02,F,Ventspils,Retail,2021-04-25,LV
100150,Ilze,Krastins,1941-11-21,F,Riga,Retail,2024-06-07,LV
100151,Dace,Vilsons,1942-11-04,F,Daugavpils,Retail,2016-09-29,LV
100152,Janis,Liepa,1995-01-13,M,Cesis,Retail,2023-10-11,LV
100153,Dace,Jansons,1998-12-11,F,Ventspils,Retail,2017-02-13,LV
100154,Ilze,Jansons,1941-02-08,F,Jurmala,Retail,2019-11-07,LV
100155,Elina,Jansons,1941-04-07,M,Riga,Retail,2016-06-05,LV
100156,Kristaps,Abele,1993-09-15,M,Valmiera,Retail,2017-09-23,LV
100157,Ilze,Eglitis,1940-03-14,F,Riga,Retail,2019-08-23,LV
100158,Dace,Abele,1958-03-09,F,Ogre,Retail,2022-08-23,LV
100159,Laura,Berzins,1941-08-08,F,Cesis,Retail,2023-09-25,LV
100160,Rihards,Upenieks,1992-02-15,F,Valmiera,Retail,2017-07-04,LV
100161,Elina,Liepa,1983-09-04,M,Valmiera,Retail,2022-06-11,LV
100162,Dace,Krastins,1971-01-21,M,Jurmala,Retail,2016-07-23,LV
100163,Maija,Vilsons,1971-09-27,M,Jurmala,Retail,2018-10-11,LV
100164,Marta,Ezerina,1994-01-03,F,Jurmala,SME,2022-09-04,LV
100165,Aleksandrs,Sproge,1995-04-06,F,Riga,Retail,2020-12-12,LV
100166,Anna,Krastins,1956-07-16,F,Cesis,Retail,2015-06-15,LV
100167,Karlis,Eglitis,1977-08-07,F,Riga,Retail,2022-01-22,LV
100168,Dace,Abele,1963-07-02,M,Jelgava,Retail,2015-11-27,LV
100169,Andris,Abele,1950-03-13,M,Ogre,Retail,2021-09-29,LV
100170,Anna,Kreicbergs,1955-01-13,F,Ogre,Retail,2023-07-17,LV
100171,Rihards,Abele,1998-05-26,M,Jurmala,Retail,2021-05-12,LV
100172,Laura,Upenieks,1942-08-10,F,Jelgava,Retail,2019-01-05,LV
100173,Roberts,Kalejs,1959-07-23,F,Ventspils,Retail,2021-07-27,LV
100174,Dace,Vilsons,1998-12-26,M,Ventspils,Retail,2016-05-22,LV
100175,Marta,Kalejs,1975-09-22,F,Jurmala,Retail,2021-05-18,LV
100176,Anna,Ezerina,1958-12-16,F,Riga,Retail,2018-10-27,LV
100177,Karlis,Vilsons,2006-03-07,M,Jurmala,Retail,2015-06-25,LV
100178,Ilze,Liepa,1958-05-07,F,Daugavpils,Retail,2020-06-03,LV
100179,Dace,Vilsons,1959-01-19,F,Valmiera,Retail,2016-09-07,LV
100180,Janis,Kalejs,1991-12-18,M,Ogre,Retail,2020-09-14,LV
100181,Laura,Krastins,1972-01-24,F,Ventspils,Retail,2017-06-26,LV
100182,Rihards,Vilsons,1979-06-02,M,Liepaja,Retail,2017-05-05,LV
100183,Aleksandrs,Liepa,1978-01-19,F,Ventspils,Retail,2015-08-27,LV
100184,Marta,Liepa,1940-08-17,M,Ogre,Retail,2019-11-18,LV
100185,Liga,Berzins,1950-09-06,M,Valmiera,Retail,2023-01-14,LV
100186,Liga,Vilsons,1996-01-17,M,Ogre,Retail,2017-05-12,LV
100187,Andris,Sproge,1989-02-28,F,Liepaja,Retail,2022-12-24,LV
100188,Anna,Kreicbergs,1962-03-03,M,Jurmala,Retail,2022-08-19,LV
100189,Marta,Jansons,1970-10-03,M,Jelgava,SME,2025-06-20,LV
100190,Elina,Kalnina,1981-11-28,M,Liepaja,Retail,2015-02-02,LV
100191,Karlis,Liepa,1946-04-13,M,Ogre,Retail,2016-05-07,LV
100192,Aleksandrs,Ozolins,1955-02-19,M,Ogre,Retail,2015-04-29,LV
100193,Ilze,Jansons,1999-04-19,F,Daugavpils,Corporate,2019-05-10,LV
100194,Dace,Upenieks,1941-10-02,F,Daugavpils,SME,2018-09-02,LV
100195,Dace,Eglitis,1940-10-03,F,Cesis,Retail,2017-07-18,LV
100196,Liga,Vilsons,1987-07-22,F,Daugavpils,Retail,2024-05-03,LV
100197,Dace,Kalejs,1951-10-19,F,Riga,Retail,2025-05-11,LV
100198,Rihards,Kalnina,1976-09-11,F,Jelgava,Retail,2023-12-24,LV
100199,Aleksandrs,Ozolins,1971-05-07,F,Valmiera,Retail,2022-03-15,LV
100200,Janis,Jansons,1948-11-23,M,Liepaja,Retail,2016-11-21,LV
100201,Roberts,Vilsons,1958-06-08,F,Ogre,Retail,2019-11-26,LV
100202,Andris,Berzins,1987-05-13,M,Cesis,Retail,2019-01-16,LV
100203,Kristaps,Eglitis,1942-03-22,M,Cesis,SME,2020-02-15,LV
100204,Maija,Kalnina,1959-11-10,F,Valmiera,Retail,2017-01-27,LV
100205,Andris,Kreicbergs,1963-08-11,M,Jelgava,Retail,2015-10-24,LV
100206,Anna,Ezerina,1993-02-01,M,Liepaja,Retail,2019-01-21,LV
100207,Janis,Berzins,1972-08-20,M,Ventspils,Retail,2022-02-21,LV
100208,Andris,Ozolins,1963-10-04,M,Daugavpils,Retail,2022-10-11,LV
100209,Ilze,Upenieks,1975-02-18,F,Jurmala,Retail,2016-01-26,LV
100210,Liga,Kalnina,1977-04-17,F,Cesis,SME,2016-11-19,LV
100211,Laura,Berzins,1964-05-05,F,Daugavpils,Retail,2023-07-03,LV
100212,Anna,Eglitis,1957-06-03,F,Daugavpils,Retail,2025-02-25,LV
100213,Dace,Kreicbergs,2005-04-12,F,Riga,Retail,2024-02-13,LV
100214,Marta,Berzins,1993-05-06,F,Jelgava,Retail,2015-04-13,LV
100215,Ilze,Abele,1974-08-27,F,Jurmala,Retail,2023-10-08,LV
100216,Anna,Kreicbergs,2000-09-23,F,Ventspils,Retail,2024-10-13,LV
100217,Laura,Ezerina,1980-05-20,F,Ogre,Retail,2019-02-12,LV
100218,Karlis,Ozolins,1972-11-17,F,Riga,Retail,2017-06-11,LV
100219,Dace,Upenieks,1972-01-22,M,Daugavpils,Retail,2019-12-15,LV
100220,Andris,Eglitis,1953-09-10,F,Daugavpils,Retail,2022-04-21,LV
100221,Andris,Sproge,1960-11-04,M,Jurmala,Retail,2015-01-10,LV
100222,Anna,Vilsons,1987-03-09,M,Jurmala,Retail,2025-06-17,LV
100223,Marta,Kalejs,1959-02-04,M,Jurmala,Retail,2021-01-01,LV
100224,Karlis,Lacis,1947-12-18,M,Daugavpils,Retail,2019-02-03,LV
100225,Dace,Krastins,1946-03-09,F,Cesis,Retail,2024-09-15,LV
100226,Laura,Krastins,2006-05-20,M,Liepaja,Retail,2022-02-01,LV
100227,Roberts,Kalejs,1956-04-23,F,Daugavpils,Retail,2018-03-09,LV
100228,Andris,Lacis,1972-06-07,F,Riga,SME,2016-06-15,LV
100229,Laura,Kalejs,1987-11-21,M,Jelgava,SME,2023-11-27,LV
100230,Janis,Kalnina,1998-05-17,F,Ventspils,Retail,2021-02-18,LV
100231,Andris,Ozolins,1961-08-09,M,Ogre,Retail,2016-02-25,LV
100232,Laura,Eglitis,1969-01-03,M,Ventspils,Retail,2023-12-13,LV
100233,Elina,Kreicbergs,1977-11-14,F,Daugavpils,Retail,2024-04-03,LV
100234,Liga,Kalnina,1990-05-02,F,Riga,Retail,2023-08-19,LV
100235,Maija,Ozolins,1993-01-11,M,Daugavpils,Retail,2023-08-21,LV
100236,Aleksandrs,Vilsons,1947-03-21,F,Jelgava,Retail,2024-06-05,LV
100237,Liga,Abele,1966-05-06,F,Cesis,Retail,2015-05-07,LV
100238,Rihards,Krastins,1966-12-15,F,Ogre,Retail,2021-08-23,LV
100239,Maija,Eglitis,1960-09-23,M,Jelgava,Retail,2022-12-31,LV
100240,Ilze,Kalejs,1969-07-18,M,Daugavpils,Retail,2015-09-28,LV
100241,Laura,Berzins,1967-01-04,F,Riga,Retail,2021-07-31,LV
100242,Maija,Sproge,2003-02-23,F,Jelgava,Retail,2021-05-08,LV
100243,Rihards,Eglitis,2000-03-18,F,Valmiera,SME,2019-04-26,LV
100244,Dace,Liepa,1987-01-27,F,Riga,Retail,2015-04-11,LV
100245,Roberts,Upenieks,1958-06-19,F,Cesis,Retail,2021-01-27,LV
100246,Elina,Lacis,1943-09-05,M,Daugavpils,Retail,2016-02-24,LV
100247,Janis,Ozolins,1974-07-05,F,Jurmala,SME,2020-11-12,LV
100248,Laura,Jansons,2003-01-10,M,Ogre,Retail,2019-02-07,LV
100249,Janis,Vilsons,1988-06-26,F,Liepaja,Retail,2016-10-06,LV
100250,Marta,Abele,1956-01-12,M,Jurmala,Retail,2024-11-24,LV
100251,Andris,Vilsons,1983-04-22,F,Daugavpils,Retail,2020-08-28,LV
100252,Laura,Eglitis,1969-04-22,M,Valmiera,Retail,2017-04-08,LV
100253,Aleksandrs,Krastins,1985-02-12,F,Jurmala,Retail,2015-10-03,LV
100254,Laura,Lacis,1945-09-28,M,Ogre,Retail,2020-12-29,LV
100255,Anna,Jansons,1976-07-20,M,Riga,Retail,2024-04-15,LV
100256,Roberts,Liepa,1963-12-05,M,Valmiera,SME,2020-10-04,LV
100257,Anna,Kreicbergs,1985-04-28,M,Valmiera,Retail,2017-12-23,LV
100258,Laura,Berzins,1992-03-26,M,Jelgava,Retail,2022-11-27,LV
100259,Elina,Jansons,1999-03-14,M,Ogre,Retail,2023-02-21,LV
100260,Maija,Ozolins,2002-01-06,F,Jurmala,Retail,2018-02-06,LV
100261,Janis,Kalejs,1971-12-11,M,Jelgava,SME,2017-04-17,LV
100262,Elina,Liepa,1972-07-26,F,Valmiera,Retail,2016-01-28,LV
100263,Laura,Berzins,2006-11-28,F,Jelgava,Retail,2022-10-14,LV
100264,Rihards,Sproge,1957-12-26,F,Ventspils,Retail,2015-08-18,LV
100265,Maija,Abele,1964-04-09,F,Ogre,Retail,2019-12-29,LV
100266,Rihards,Kalejs,1993-03-26,F,Cesis,Retail,2018-06-06,LV
100267,Janis,Eglitis,1997-12-04,M,Riga,Retail,2015-09-30,LV
100268,Maija,Jansons,2006-07-28,M,Valmiera,Retail,2018-05-24,LV
100269,Aleksandrs,Krastins,1985-01-28,M,Ogre,Corporate,2015-09-18,LV
100270,Roberts,Berzins,1963-08-08,F,Cesis,Retail,2020-05-15,LV
100271,Liga,Upenieks,1971-04-27,M,Cesis,Retail,2020-04-10,LV
100272,Karlis,Kalnina,1986-08-12,M,Daugavpils,Retail,2023-10-08,LV
100273,Ilze,Upenieks,1962-05-27,M,Jelgava,Retail,2021-10-10,LV
100274,Elina,Kreicbergs,2005-04-08,M,Cesis,Retail,2024-03-28,LV
100275,Andris,Upenieks,1966-01-22,M,Ventspils,Retail,2023-01-20,LV
100276,Elina,Sproge,1941-04-13,F,Ogre,Retail,2019-04-24,LV
100277,Karlis,Kreicbergs,1956-06-09,M,Liepaja,Retail,2015-08-16,LV
100278,Liga,Liepa,1972-02-25,F,Liepaja,Retail,2018-04-02,LV
100279,Kristaps,Abele,1948-05-12,F,Valmiera,SME,2019-11-13,LV
100280,Dace,Liepa,1982-11-17,F,Jelgava,Retail,2021-01-27,LV
100281,Aleksandrs,Kalnina,1987-07-22,F,Cesis,Retail,2015-10-25,LV
100282,Rihards,Ozolins,1978-09-11,F,Ogre,Retail,2020-08-24,LV
100283,Laura,Abele,1981-01-04,M,Valmiera,Retail,2019-08-25,LV
100284,Aleksandrs,Upenieks,1965-05-06,M,Jurmala,Retail,2017-02-12,LV
100285,Karlis,Krastins,1989-10-09,M,Cesis,Retail,2021-04-05,LV
100286,Laura,Vilsons,1964-01-04,F,Jelgava,Retail,2022-06-08,LV
100287,Andris,Ozolins,1963-10-14,M,Liepaja,Retail,2021-10-21,LV
100288,Anna,Abele,1952-06-24,M,Daugavpils,Retail,2022-06-25,LV
100289,Maija,Abele,1999-06-14,F,Ogre,Retail,2021-07-30,LV
100290,Dace,Kalnina,1946-10-17,F,Riga,Retail,2020-10-07,LV
100291,Roberts,Eglitis,1996-02-13,F,Valmiera,Retail,2018-03-06,LV
100292,Roberts,Upenieks,1975-10-07,F,Ogre,Retail,2023-06-11,LV
100293,Karlis,Kalnina,1984-05-02,M,Ogre,Retail,2023-06-19,LV
100294,Aleksandrs,Abele,1959-12-14,F,Ventspils,Retail,2021-04-01,LV
100295,Roberts,Berzins,2004-01-17,F,Jurmala,Retail,2023-11-01,LV
100296,Andris,Ozolins,1947-09-22,M,Cesis,Retail,2019-07-16,LV
100297,Rihards,Kalnina,1955-12-24,M,Cesis,Retail,2016-05-28,LV
100298,Kristaps,Eglitis,1953-12-22,F,Jelgava,Retail,2022-03-22,LV
100299,Elina,Lacis,1954-04-12,M,Riga,Retail,2016-05-05,LV
100300,Marta,Jansons,2005-07-03,F,Riga,Retail,2022-04-29,LV
100301,Andris,Liepa,1971-11-11,F,Jelgava,Retail,2025-04-01,LV
100302,Laura,Abele,2002-10-11,M,Daugavpils,Retail,2018-01-26,LV
100303,Ilze,Upenieks,1990-11-28,M,Cesis,Retail,2024-04-12,LV
100304,Karlis,Vilsons,1964-02-24,F,Daugavpils,Retail,2019-12-31,LV
100305,Anna,Jansons,1997-05-17,F,Ogre,Retail,2020-06-18,LV
100306,Maija,Kreicbergs,2002-05-22,F,Ogre,SME,2016-09-29,LV
100307,Ilze,Krastins,2001-07-11,M,Liepaja,Retail,2016-05-12,LV
100308,Maija,Krastins,1961-07-23,F,Riga,Retail,2020-07-30,LV
100309,Janis,Ezerina,1997-05-18,F,Liepaja,Retail,2020-01-12,LV
100310,Ilze,Ezerina,1997-03-07,F,Jurmala,Retail,2020-03-19,LV
100311,Marta,Kalejs,1988-07-22,F,Jelgava,Retail,2022-08-02,LV
100312,Aleksandrs,Eglitis,1991-07-22,F,Jelgava,Retail,2025-04-02,LV
100313,Kristaps,Vilsons,1981-12-06,M,Ogre,Retail,2022-04-01,LV
100314,Elina,Lacis,1954-10-19,F,Cesis,Retail,2017-11-01,LV
100315,Elina,Lacis,1993-05-13,F,Daugavpils,Retail,2022-07-21,LV
100316,Kristaps,Kalejs,1999-09-27,F,Riga,SME,2020-12-24,LV
100317,Rihards,Eglitis,1947-01-10,F,Liepaja,Retail,2022-08-10,LV
100318,Dace,Upenieks,1992-05-07,M,Daugavpils,SME,2015-09-21,LV
100319,Janis,Berzins,1999-07-26,M,Liepaja,Retail,2020-12-30,LV
100320,Maija,Upenieks,1944-10-20,M,Jurmala,Retail,2025-06-17,LV
100321,Marta,Liepa,1945-11-11,F,Jurmala,Retail,2022-05-26,LV
100322,Roberts,Jansons,1986-08-15,F,Daugavpils,Retail,2019-09-03,LV
100323,Ilze,Ozolins,1994-08-22,M,Daugavpils,Retail,2015-12-23,LV
100324,Janis,Lacis,1979-04-17,M,Daugavpils,SME,2016-04-11,LV
100325,Andris,Krastins,1991-08-26,M,Liepaja,SME,2021-11-29,LV
100326,Karlis,Eglitis,1955-12-06,F,Ventspils,Retail,2021-03-07,LV
100327,Ilze,Upenieks,1952-11-03,F,Daugavpils,Retail,2023-09-24,LV
100328,Marta,Ozolins,1969-05-17,M,Cesis,Retail,2017-09-21,LV
100329,Anna,Liepa,1958-11-21,M,Riga,SME,2015-07-13,LV
100330,Anna,Abele,1956-10-11,M,Riga,Retail,2017-06-06,LV
100331,Laura,Kreicbergs,2002-02-27,F,Liepaja,Retail,2025-05-03,LV
100332,Janis,Jansons,1958-04-22,F,Daugavpils,Retail,2022-06-15,LV
